MsgNum, Byte, GRIB-Version, elem, level, reference(UTC), valid(UTC), Proj(hr)
1.0, 0, 1, MSLET="Mean sea level pressure (ETA model) [Pa]", 0-MSL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
2.0, 166602, 1, PRMSL="Pressure reduced to MSL [Pa]", 0-MSL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
3.0, 333204, 1, PRES="Pressure [Pa]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
4.0, 440414, 1, HGT="Geopotential height [gpm]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
5.0, 607016, 1, TMP="Temperature [K]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
6.0, 749862, 1, POT="Potential temperature [K]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
7.0, 892708, 1, RH="Relative humidity [%]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
8.0, 1035554, 1, SPFH="Specific humidity [kg/kg]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
9.0, 1178400, 1, MCONV="Horizontal moisture divergence [kg/kg/s]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
10.0, 1309368, 1, UGRD="u-component of wind [m/s]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
11.0, 1464138, 1, VGRD="v-component of wind [m/s]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
12.0, 1618908, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
13.0, 1737998, 1, TKE="Turbulent Kinetic Energy [J/kg]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
14.0, 1833330, 1, VIS="Visibility [m]", 0-SFC, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
15.0, 1928662, 1, HPBL="Planetary boundary layer height [m]", 0-SFC, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
16.0, 2130898, 1, BMIXL="Blackadars mixing length scale [m]", 1-HYBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
17.0, 2261866, 1, HGT="Geopotential height [gpm]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
18.0, 2416590, 1, TMP="Temperature [K]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
19.0, 2571314, 1, SPFH="Specific humidity [kg/kg]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
20.0, 2737916, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
21.0, 2833248, 1, UGRD="u-component of wind [m/s]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
22.0, 2988018, 1, VGRD="v-component of wind [m/s]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
23.0, 3142788, 1, CLWMR="Cloud water [kg/kg]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
24.0, 3154974, 1, ICMR="Ice mixing ratio [kg/kg]", 100-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
25.0, 3285942, 1, HGT="Geopotential height [gpm]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
26.0, 3440666, 1, TMP="Temperature [K]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
27.0, 3583512, 1, SPFH="Specific humidity [kg/kg]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
28.0, 3738236, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
29.0, 3845446, 1, UGRD="u-component of wind [m/s]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
30.0, 4012098, 1, VGRD="v-component of wind [m/s]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
31.0, 4166868, 1, CLWMR="Cloud water [kg/kg]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
32.0, 4179054, 1, ICMR="Ice mixing ratio [kg/kg]", 125-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
33.0, 4286264, 1, HGT="Geopotential height [gpm]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
34.0, 4440988, 1, TMP="Temperature [K]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
35.0, 4583834, 1, SPFH="Specific humidity [kg/kg]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
36.0, 4750436, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
37.0, 4857646, 1, UGRD="u-component of wind [m/s]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
38.0, 5024298, 1, VGRD="v-component of wind [m/s]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
39.0, 5179068, 1, CLWMR="Cloud water [kg/kg]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
40.0, 5191254, 1, ICMR="Ice mixing ratio [kg/kg]", 150-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
41.0, 5322222, 1, HGT="Geopotential height [gpm]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
42.0, 5476946, 1, TMP="Temperature [K]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
43.0, 5619792, 1, SPFH="Specific humidity [kg/kg]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
44.0, 5762638, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
45.0, 5881728, 1, UGRD="u-component of wind [m/s]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
46.0, 6048380, 1, VGRD="v-component of wind [m/s]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
47.0, 6203150, 1, CLWMR="Cloud water [kg/kg]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
48.0, 6215336, 1, ICMR="Ice mixing ratio [kg/kg]", 175-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
49.0, 6334426, 1, HGT="Geopotential height [gpm]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
50.0, 6489150, 1, TMP="Temperature [K]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
51.0, 6631996, 1, SPFH="Specific humidity [kg/kg]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
52.0, 6774842, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
53.0, 6893932, 1, UGRD="u-component of wind [m/s]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
54.0, 7060584, 1, VGRD="v-component of wind [m/s]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
55.0, 7227236, 1, CLWMR="Cloud water [kg/kg]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
56.0, 7239422, 1, ICMR="Ice mixing ratio [kg/kg]", 200-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
57.0, 7358512, 1, HGT="Geopotential height [gpm]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
58.0, 7513236, 1, TMP="Temperature [K]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
59.0, 7656082, 1, SPFH="Specific humidity [kg/kg]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
60.0, 7798928, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
61.0, 7929896, 1, UGRD="u-component of wind [m/s]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
62.0, 8096548, 1, VGRD="v-component of wind [m/s]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
63.0, 8263200, 1, CLWMR="Cloud water [kg/kg]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
64.0, 8275386, 1, ICMR="Ice mixing ratio [kg/kg]", 225-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
65.0, 8406354, 1, HGT="Geopotential height [gpm]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
66.0, 8561078, 1, TMP="Temperature [K]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
67.0, 8703924, 1, SPFH="Specific humidity [kg/kg]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
68.0, 8858648, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
69.0, 8989616, 1, UGRD="u-component of wind [m/s]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
70.0, 9156268, 1, VGRD="v-component of wind [m/s]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
71.0, 9322920, 1, CLWMR="Cloud water [kg/kg]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
72.0, 9335106, 1, ICMR="Ice mixing ratio [kg/kg]", 250-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
73.0, 9466074, 1, HGT="Geopotential height [gpm]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
74.0, 9620798, 1, TMP="Temperature [K]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
75.0, 9763644, 1, SPFH="Specific humidity [kg/kg]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
76.0, 9918368, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
77.0, 10049336, 1, UGRD="u-component of wind [m/s]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
78.0, 10215988, 1, VGRD="v-component of wind [m/s]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
79.0, 10382640, 1, CLWMR="Cloud water [kg/kg]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
80.0, 10394826, 1, ICMR="Ice mixing ratio [kg/kg]", 275-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
81.0, 10525794, 1, HGT="Geopotential height [gpm]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
82.0, 10680518, 1, TMP="Temperature [K]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
83.0, 10835242, 1, SPFH="Specific humidity [kg/kg]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
84.0, 11001844, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
85.0, 11132812, 1, UGRD="u-component of wind [m/s]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
86.0, 11299464, 1, VGRD="v-component of wind [m/s]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
87.0, 11466116, 1, CLWMR="Cloud water [kg/kg]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
88.0, 11478302, 1, ICMR="Ice mixing ratio [kg/kg]", 300-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
89.0, 11609270, 1, HGT="Geopotential height [gpm]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
90.0, 11763994, 1, TMP="Temperature [K]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
91.0, 11918718, 1, SPFH="Specific humidity [kg/kg]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
92.0, 12061564, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
93.0, 12192532, 1, UGRD="u-component of wind [m/s]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
94.0, 12359184, 1, VGRD="v-component of wind [m/s]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
95.0, 12525836, 1, CLWMR="Cloud water [kg/kg]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
96.0, 12538022, 1, ICMR="Ice mixing ratio [kg/kg]", 350-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
97.0, 12668990, 1, HGT="Geopotential height [gpm]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
98.0, 12823714, 1, TMP="Temperature [K]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
99.0, 12978438, 1, SPFH="Specific humidity [kg/kg]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
100.0, 13121284, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
101.0, 13252252, 1, UGRD="u-component of wind [m/s]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
102.0, 13418904, 1, VGRD="v-component of wind [m/s]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
103.0, 13585556, 1, CLWMR="Cloud water [kg/kg]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
104.0, 13597742, 1, ICMR="Ice mixing ratio [kg/kg]", 400-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
105.0, 13716832, 1, HGT="Geopotential height [gpm]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
106.0, 13871556, 1, TMP="Temperature [K]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
107.0, 14026280, 1, SPFH="Specific humidity [kg/kg]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
108.0, 14181004, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
109.0, 14323850, 1, UGRD="u-component of wind [m/s]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
110.0, 14490502, 1, VGRD="v-component of wind [m/s]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
111.0, 14657154, 1, CLWMR="Cloud water [kg/kg]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
112.0, 14669340, 1, ICMR="Ice mixing ratio [kg/kg]", 450-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
113.0, 14788430, 1, HGT="Geopotential height [gpm]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
114.0, 14931276, 1, TMP="Temperature [K]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
115.0, 15086000, 1, SPFH="Specific humidity [kg/kg]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
116.0, 15240724, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
117.0, 15383570, 1, UGRD="u-component of wind [m/s]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
118.0, 15550222, 1, VGRD="v-component of wind [m/s]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
119.0, 15716874, 1, CLWMR="Cloud water [kg/kg]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
120.0, 15729060, 1, ICMR="Ice mixing ratio [kg/kg]", 500-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
121.0, 15860028, 1, HGT="Geopotential height [gpm]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
122.0, 16002874, 1, TMP="Temperature [K]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
123.0, 16157598, 1, SPFH="Specific humidity [kg/kg]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
124.0, 16324200, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
125.0, 16467046, 1, UGRD="u-component of wind [m/s]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
126.0, 16633698, 1, VGRD="v-component of wind [m/s]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
127.0, 16788468, 1, CLWMR="Cloud water [kg/kg]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
128.0, 16800654, 1, ICMR="Ice mixing ratio [kg/kg]", 550-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
129.0, 16895986, 1, HGT="Geopotential height [gpm]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
130.0, 17038832, 1, TMP="Temperature [K]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
131.0, 17193556, 1, SPFH="Specific humidity [kg/kg]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
132.0, 17360158, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
133.0, 17503004, 1, UGRD="u-component of wind [m/s]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
134.0, 17669656, 1, VGRD="v-component of wind [m/s]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
135.0, 17824426, 1, TKE="Turbulent Kinetic Energy [J/kg]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
136.0, 17919758, 1, CLWMR="Cloud water [kg/kg]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
137.0, 18038848, 1, ICMR="Ice mixing ratio [kg/kg]", 600-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
138.0, 18157938, 1, HGT="Geopotential height [gpm]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
139.0, 18300784, 1, TMP="Temperature [K]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
140.0, 18455508, 1, SPFH="Specific humidity [kg/kg]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
141.0, 18622110, 1, VVEL="Vertical velocity (pressure) [Pa/s]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
142.0, 18764956, 1, UGRD="u-component of wind [m/s]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
143.0, 18919726, 1, VGRD="v-component of wind [m/s]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
144.0, 19074496, 1, TKE="Turbulent Kinetic Energy [J/kg]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
145.0, 19181706, 1, CLWMR="Cloud water [kg/kg]", 650-ISBL, 01/02/2006 00:00, 01/02/2006 00:00, 0.00
